,Id,AcceptedAnswerId,Title
16151,62281962,62282397.0,EfficientNet does not seem to present in keras.applications
16464,45252051,45253173.0,Memory Error when making time-steps for LSTMS (python)
16551,62386682,62552677.0,Node number X (RESHAPE) failed to prepare. Tensor resize with tflite v2.2
16596,53607755,53609530.0,Calculation of val_loss in Keras' multiple output
16753,45502673,45504584.0,Keras - Variational Autoencoder Incompatible shape
16800,53935596,53935970.0,How to specify input_shape for Keras Sequential model
16955,62930951,63090878.0,Overfitting - huge difference between training and validation accuracy
16980,63027146,63306008.0,normalize training data with channel means and standard deviation in CNN model
17372,53249636,53256020.0,Workaround for python MemoryError
17408,53777457,55823246.0,Can't use intermediate function in hyperas
17601,47002177,47003016.0,GridSearchCV for number of neurons
17862,63783420,63980056.0,TF 2.3 Concatenate error - AttributeError: 'Sequential' object has no attribute '_nested_outputs'
17905,36911892,36927993.0,Encoding invariance for deep neural network
18173,53634924,53635663.0,Keras ImageDataGenerator equivalent for csv files
18182,55210684,55220399.0,Feature-wise scaling and shifting (FiLM layer) in Keras
18203,63105788,63110853.0,Get the mask of a given tensor
18209,45985721,45986355.0,Keras Progress Bar generates random batch numbers when using fit_generator
18423,41958566,41970980.0,Pruning in Keras
18573,57176513,57190957.0,How to solve multiple processes writing to the same file using keras' fit generator's multiprocessing mode?
18599,50333532,50406642.0,Load images and annotations from CSV and use fit_generator with multi-output models
18607,50331201,50331508.0,Memory Leak Keras TensorFlow1.8.0
18714,65963752,66000444.0,Better way to concatenate ConvLSTM2D model and Tabular model
19199,50050981,50051957.0,keras and tensorflow are not running on gpu in centos 7
19282,50079766,50080190.0,How to apply element-wise rounding function to Keras Tensor?
19611,39364516,39371723.0,Fitting Neural Net with different Epoch number in a loop without starting over each time
19689,66095761,66144443.0,Keras: feed multiple inputs to ONE input layer at a time and then sum results before the output
19724,66101355,66102084.0,Use preprocessing function that changes size of input on ImageDataGenerator
19774,55850797,55853685.0,Multi-feature causal CNN - Keras implementation
19840,64704597,64705250.0,Training models jointly: the list of Numpy arrays that you are passing to your model is not the size the model expected
20032,49743142,49743322.0,"Keras lambda: InvalidArgumentError: Expected multiples[0] >= 0, but got -1"
20117,49772573,49776663.0,Efficient ways to extract features in a pre-trained CNN
20141,49803503,49806323.0,LSTM preprocessing: Build 3d arrays from pandas data frame based on ID
20150,49825670,49832560.0,F1 score for padded outputs in Keras
20449,66151793,66185562.0,tensorflow custom loop does not end in first epoch and progress bar runs to infinite
20451,66157475,66165193.0,Why does Keras training slow down after a while?
20453,42184863,44771313.0,How do you make TensorFlow + Keras fast with a TFRecord dataset?
20537,66590044,66594229.0,Channel pruning of xception model using kerassurgeon
20595,48157558,48158329.0,Something Is Using Up Most GPU Memory Not Letting Me Train Models with Tensorflow
20728,54814812,54815523.0,how to convert an array of dimension three to five in keras
20736,48257322,48315278.0,Pairwise distance between a set of Matrices in Keras/Tensorflow
20819,63316939,63345179.0,any efficient alternative for GridSeachCV to find best hyperparams in deep NN in tensorflow?
20933,52086910,52087821.0,keras:how to get initial loss function value before training
20957,52103972,52104214.0,How does Keras uses class_weight parameter?
21177,52404879,52411769.0,Efficient management of large amounts of data with SageMaker for training a keras model
21199,52407377,52407996.0,Mutli Step Forecast LSTM model
21213,61219545,61219827.0,Is there a way to pass along temporal weights to a loss function?
21237,61220205,61220590.0,Including some samples without ground truth for training via regularization but not directly in the loss function
21444,44327803,44618720.0,Memory leak with TensorFlow
21480,64200117,64200898.0,fitting model several times in keras
21649,64351742,64357045.0,What does layer.get_weights() of a Separable convolutional layer means?
21830,55907425,55907757.0,Keras layer for slicing image data into sliding windows
21841,55908188,55909624.0,This model has not yet been built error on model.summary()
21896,56271619,56272037.0,Error in importing Keras with tensorflow-gpu backend (can't find libcublas.so.10.0)
21927,56275515,56276534.0,Visualizing a heatmap matrix on to an image in OpenCV
21968,63337839,63339683.0,What is the most efficient way to modify a Keras Model?
21976,56310454,56348233.0,Map each tensor value to the closest value in a list
22046,46230501,46230620.0,Memory efficient way of converting raw image data into features for a neural net
22167,63353086,63353607.0,"Training Variational Autoencoder in Keras raises ""SymbolicException: Inputs to eager execution function cannot be Keras symbolic tensors"""
22391,46581434,48718630.0,"Big HDF5 dataset, how to efficienly shuffle after each epoch"
22415,49081129,49084450.0,"Keras multi_gpu_model error: ""swig/python detected a memory leak of type 'int64_t *', no destructor found"""
22439,63479067,63481526.0,Easiest way to see the output of a hidden layer in Tensorflow/Keras?
22453,46836358,46838025.0,Keras RGB to Grayscale
22547,65694711,66026864.0,TensorFlow Data not working with multiple input keras model
22699,47286441,47289648.0,Only 'Import keras' takes 10GB in GPU
22741,52372988,52395831.0,Can I add Tensorflow Fake Quantization in a Keras sequential model?
22873,61352737,61354569.0,How can I add a bias and an activation function directly to my input layer in TensorFlow?
23228,61698852,61722341.0,"How can I train a model ( like EfficientNet, Resnet ) from scratch in Keras?"
23257,61806293,61807374.0,"Deep Learning NLP: ""Efficient"" BERT-like Implementations?"
23275,63309066,63326769.0,Custom loss function in Keras: Initializing and appending values to a Tensor in loop
23294,61859465,61878303.0,Extracting embeddings of categorical features back to original data frame in Python
23346,61923351,61968561.0,How to invoke model from TensorFlow Java?
23487,62000175,62000562.0,What is this kind of mapping reffered as?
23515,62014496,62014898.0,Python crashing when I'm running the program with a custom loss function
23516,62008061,62009557.0,TypeError when fitting keras model
23623,62198201,63810296.0,TF: Model SubClassing | AttributionError: 'NoneType' object has no attribute 'compile'
23712,52826311,52845549.0,Keras Graph disconnects when combining a LSTM with a CNN
23798,52873329,52881462.0,Does Tensorflows tf.layers.dense flatten input dimensions?
23839,52878027,52878805.0,Keras regression prediction is not same dimension as output dimension
23872,61721781,61722511.0,Keras: Get the max values from a model output in a matrix
24108,34898247,35017314.0,Theano - Keras - No Module named `pool`
24137,58484545,58484992.0,How to add a noise with uniform distribution to input data in Keras?
24216,58508286,58508551.0,TensorFlow Model not performing any training
24461,58585227,58585426.0,"Why am I getting ""Supported target types are: ('binary', 'multiclass'). Got 'continuous' instead."" error?"
24666,58636603,58639688.0,Recover classifier from Jupyter and Anaconda
24825,67174747,67177017.0,"TensorFlow : custom layer for-loop performance [TensorArray, map_fn]"
24838,67176547,67180315.0,How to remove first N layers from a Keras Model?
24930,58711222,59372216.0,How to set prunable layers for tfmot.sparsity.keras.prune_low_magnitude?
25087,48373685,48376379.0,Keras ImageDataGenerator() how to get all labels from data
25164,40121337,40121995.0,Keras - 1D Convolution How it works
25324,64668922,64669566.0,Assistance with Keras for a noise detection script
25326,62254535,62272162.0,Image Detector with tensorflow
25435,56094714,56097579.0,How can I call a custom layer in Keras with the functional API
25622,56156646,56175439.0,Keras + Tensorflow Model Optimization: TypeError: clone_model() got an unexpected keyword argument 'clone_function'
25809,56224426,56227125.0,Converting Keras to Tensorflow -- Pruning + Probability
25848,56254620,56330846.0,An Efficient way to Calculate loss function batchwise?
26252,55099721,55100006.0,What is difference between pd.get_dummies and sklearn one hot encoder in python?
26493,55434128,55434357.0,Is it possible to make a custom loss function with additional preprocessing of y_pred?
26763,53322045,53322131.0,Regarding error using Keras functional API
26973,62607513,62608921.0,How to create a bi-input TPU model for images?
27069,62808038,62843200.0,"""Model not quantized"" after post-training quantization depends on model structure?"
27089,62813644,62817056.0,How to wrap a frozen Tensoflow graph in a Keras Lambda layer in TF2?
27188,62314906,62339963.0,Lambda layer: An op outside of the function building code is being passed a “Graph” tensor
27324,62332522,62336618.0,Optimization and Regularization for CNN Feature Visualization in Keras
27327,40370376,40378523.0,Keras LSTM training for text generation
27434,66268742,66366863.0,How do you prevent memory usage to explode when using Keras in a loop
27531,58046994,58047024.0,"How to use ""keras"" directly rather than to use ""tensorflow.keras"" in importing lines"
27878,47574050,47610747.0,Keras shows no Improvements to training speed with GPU (partial GPU usage?!)
28204,64519523,64530516.0,OOM when allocating tensor with shape - how to get more GPU memory
28290,66712761,66821277.0,How can I use a keras callback in a sklearn pipeline?
28393,62647070,62647555.0,Error compiling with Edgetpu compiler for Tensorflow
28466,58785715,58842114.0,Training GAN in keras with .fit_generator()
28579,58847381,58855289.0,Dimension Input Keras
28697,58898253,59013359.0,transfer learning - trying to retrain efficientnet-B07 on RTX 2070 out of memory
28711,67260853,67261067.0,Why would validation loss be exceptionally high while fitting with efficientnet?
28762,58915522,58956542.0,TF2.0 Memory Leak From Applying Keras Model to Symbolic Tensor
29033,64770484,64772183.0,Issue tf.data.Dataset for Keras multi-input model
29075,59013531,66182400.0,TypeError: Singleton array 0 cannot be considered a valid collection
29086,59012515,59013245.0,"Model fit after each ""fold"" in LOOCV? Multilabel LOOCV by hand"
29164,56426476,56474290.0,How to fix keras.backend.eval being really slow
29226,56457370,56458329.0,When I try to save my numpy array to an .npy file I get a memory error. How can I create a large .npy file from image files with limited memory?
29369,65508868,65592042.0,How to apply Triplet Loss for a ResNet50 based Siamese Network in Keras or Tf 2
29396,48869563,48928889.0,Keras (Tensorflow) - name array_ops not defined
29419,54563387,54589016.0,Loop over a layer to do a Monte Carlo from a neural net output
29461,65521485,65526528.0,Exponential decay learning rate based on batches instead of epochs
29577,46644796,46649793.0,Which one is more efficient: tf.where or element-wise multiplication?
29755,63570028,63570463.0,Training gets progressively slower over time
29805,40850089,43393252.0,Is Keras thread safe?
29910,49224124,49224481.0,CNN + Dense + CTC Keras
29932,63598159,63619212.0,How to convert just a h5 file to a tflite file?
29984,54769536,54813856.0,Keras Gpu: Configuration
30023,54790504,54790658.0,Efficient way to get best matching pairs given a similarity-outputting neural network?
30050,63899389,63960479.0,How to create a recurrent connection between 2 layers in Tensorflow/Keras?
30105,53535805,53537068.0,Making Predictions on single review from input text using saved CNN model
30149,45020361,45022626.0,Keras callbacks Tensorboard multi-output Error
30172,45024928,45025273.0,How to create a neuronal network in machine learning to make statistics?
30436,64401472,64402227.0,"How to fix Keras ValueError: Shapes (None, 3, 2) and (None, 2) are incompatible?"
30494,55622294,55626808.0,How to sum up values according to indices in a different vector using keras / tensorflow?
30570,64499773,64587150.0,Directly import tensorflow lite models into tensorflow/keras
30710,63043731,64211672.0,is there a way to train a ML model on multiple laptops?
30774,54449159,54451749.0,Keras using all GPU memory straight away
30794,46135499,46140332.0,How to Properly Combine TensorFlow's Dataset API and Keras?
30873,54798508,54799154.0,How to extract specific features of same person using different image?
30981,57705470,57706515.0,CNN with keras to predict energy
31219,63691945,63731104.0,Generating hierarchical text representation within TensorFlow dataset
31322,57758831,57794812.0,On how to run custom keras code on TPU cloud
31397,54962426,54962485.0,Top 4 Prediction Using Keras Model
31401,50895128,50895129.0,tensorflow: assigning weights after finalizing graph
31575,42430132,42432042.0,How does one train a single layered Neural Net in Keras with cifar?
31617,64030221,66169676.0,efficientnet.tfkeras vs tf.keras.applications.efficientnet
31702,42472416,42474730.0,How do I prevent the TypeError: unsupported operand type(s) for -: 'NoneType' and 'int' when using keras EarlyStopping?
31703,42472447,42472932.0,How do I prevent loss: nan while I'm fitting my keras model?
31719,64139658,64141453.0,Memory leak with Keras Lambda layer
31831,51042721,51045750.0,How to handle nested loops with tensorflow?
32003,64455531,64461769.0,Multi-Input Modeling with Model Sub-Classing API in TF.Keras
32073,59078187,59079051.0,can't train Tensorflow on a simple dataset
32136,59093814,59094012.0,Can I change dynamically the learning rate of a Neural Network in Keras?
32237,59126952,59297959.0,GPU freezes randomly while training using tf.keras models
32370,59163887,59164133.0,"How to use Multivariate time-series prediction with Keras, when multiple samples are used"
32715,59270769,59311391.0,Tensor is not an element of this graph - two models used in one project
32903,65059475,65136475.0,Iterating over `tf.Tensor` is not allowed: AutoGraph did convert this function. This might indicate you are trying to use an unsupported feature
32947,65078707,65131007.0,Image sequence training with CNN and RNN
33375,65167295,65168307.0,ValueError: tf.function-decorated function tried to create variables on non-first call
33402,67494914,67504919.0,How do I make train and test set the same size using bag of words
33730,59403281,59433615.0,Unable to use MSE of VGG features in loss function
33897,65241790,65246730.0,How to efficiently use a tf.data.Dataset made of ordereddict?
34053,59462450,59462709.0,Better way to add label data to convolutional neural network?
34151,67605715,67608627.0,"""AttributeError: Layer cnn_model has no inbound nodes"" when making a model from a subclassed model for Keras GradCam tutorial"
34172,67608988,67610575.0,Unable to use EfficientNet with transfer learning
34302,59515746,59518313.0,keras neural network predicts the same number for every handwritten digit
34440,67662241,67835861.0,Upgraded to Tensorflow 2.5 now get a Lambda Layer error when using pretrained Keras Applications Models
34456,56910950,56916421.0,Keras predict loop memory leak using tf.data.Dataset but not with a numpy array
34478,67671309,68953929.0,"Keras Concatenate: ""Nonetype"" object is not subscriptable"
34642,48997418,49003956.0,What is the most efficient way to get the upper triangle of a symmetric matrix in Tensorflow/Keras?
34657,67703023,67704313.0,Keras EfficientNet transfer learning code example not working
34765,58202209,58285170.0,Calculate average and class-wise precision/recall for multiple classes in TensorFlow
34794,51369763,51383869.0,How to efficiently read specific lines of a CSV?
34904,58275253,61668298.0,TensorFlow 2.0 Keras layers with custom tensors as variables
34998,66845924,66849164.0,Multi-input Multi-output Model with Keras Functional API
35066,58418067,58421961.0,Concatenation makes the training fail keras
35071,66959820,66960126.0,Efficiently load large .npy files (>20GB) with Keras/Tensorflow dataloader
35121,57799338,57800524.0,output layer regularization implementation
35129,66432258,66748275.0,Untraced function warning and Model parsing failure for Keras TCN Regressor (TF Lite)
35196,66447121,66471396.0,Why is a TFLite model derived from a quantization aware trained model different different than from a normal model with same weights?
35616,42886049,42933345.0,"Keras (TensorFlow, CPU): Training Sequential models in loop eats memory"
35784,51447071,51447180.0,"expected conv1d_1_input to have shape (15, 512) but got array with shape (4, 512)"
36073,59855790,59859392.0,How to improve GPU usage in convolutional neural network?
36544,60005661,60013993.0,Tensorflow 2.0 Convert keras model to .pb file
28,45658204,45658277.0,Resume training in Caffe from the previous training point
121,35533703,35553300.0,Hard to understand Caffe MNIST example
253,30510722,30525487.0,solver parameter 'test_iter' changes label values during test phase
458,32036386,32055436.0,Error in testing Caffe's Alexnet caffe model
513,38348801,38351981.0,Caffe hangs after printing data -> label
567,42993870,43060851.0,Caffe layer creation failure - Unknown layer type
570,48275980,48278366.0,Compile only one layer files in caffe
649,49306360,49326191.0,Train MNIST with AlexNet
687,48517010,48538414.0,"How to multiply ""bottom"" by a constant number"
726,52586526,52596030.0,Caffe model fails to learn
895,33384406,33384632.0,How to force caffe read all training data?
995,45934342,45950826.0,How to prevent weight update in caffe
1033,50853538,50854940.0,Caffe: why Dropout layer exists also in Deploy (testing)?
1144,41112458,41328454.0,Extracting MatConvnet model weights
1176,42605479,47626127.0,Efficient hard data sampling for triplet loss
1230,43593915,43617160.0,Why my CNN returns always the same result?
1276,41328129,41344278.0,Min-Max normalization Layer in Caffe
1434,38680318,38852879.0,How to convolve two blobs in caffe
1480,54664703,54666728.0,"Error parsing text-format caffe.NetParameter: 54:17: Message type ""caffe.ConvolutionParameter"" has no field named ""sparse_ratio"""
1542,39719915,39720541.0,Accuracy always 1 Caffe Regression
1562,39782452,39805124.0,Loss Not Converging Caffe Regression
1630,31055033,31081253.0,Caffe: Extremely high loss while learning simple linear functions
1717,39381589,39382819.0,"use my own net to train mnist on caffe:Message type ""caffe.LayerParameter"" has no field named ""lr_mult"""
1736,49854012,49854815.0,image classification using pre-trained caffe-model
1746,32278568,32293404.0,How to use convert_imageset in caffe for images which are not put in one folder?
1856,48473072,48475824.0,low accuracy in neural network with caffe
2029,37963886,38022825.0,Errors when installing Caffe on Mac OS X 10.10.5
2140,39892887,39893438.0,caffe layer loss_weight_size
2171,48396224,48397218.0,Can caffe reshape layer do transpose
2246,46907897,46910702.0,Probability as input to Markov random field (MRF): how to refine the cmex code?
2279,27890137,27904334.0,Undefined symbols for architecture x86_64: for caffe build
2300,45194954,45207090.0,Caffe: Adding Softmax temperature using Scale layer
2444,31673958,31674451.0,Caffe Installation: How to use libc++ instead of clang to power CUDA? (Mac)
2650,42361275,42361677.0,Feature extraction using caffe model
2710,48734198,48740995.0,Error while training a basic network in caffe using ImageData layer
